BE000006447,18360131,TMIN,-5,,,I,
ITE00100554,18360201,TMAX,24,,,E,
ITE00100554,18360201,TMIN,-24,,,E,
GM000004204,18360201,TMAX,56,,,E,
GM000004204,18360201,TMIN,-3,,,E,
GM000004204,18360201,PRCP,3,,,E,
ITE00105250,18360201,PRCP,22,,,E,
ITE00100552,18360201,PRCP,0,,,E,
ITE00100550,18360201,TMAX,24,,,E,
ITE00100550,18360201,TMIN,10,,,E,
ITE00100550,18360201,PRCP,0,,,E,
GM000010962,18360201,PRCP,3,,,E,
EZE00100082,18360201,TMAX,62,,,E,
EZE00100082,18360201,TMIN,-8,,,E,
EZE00100082,18360201,PRCP,4,,,E,
ASN00066046,18360201,PRCP,51,,,a,
BE000006447,18360201,TMAX,76,,,I,
BE000006447,18360201,TMIN,22,,,I,
ITE00100554,18360202,TMAX,14,,,E,
ITE00100554,18360202,TMIN,0,,,E,
GM000004204,18360202,TMAX,55,,,E,
GM000004204,18360202,TMIN,14,,,E,
GM000004204,18360202,PRCP,0,,,E,
ITE00105250,18360202,PRCP,0,,,E,
ITE00100552,18360202,PRCP,279,,,E,
ITE00100550,18360202,TMAX,68,,,E,
ITE00100550,18360202,TMIN,0,,,E,
ITE00100550,18360202,PRCP,0,,,E,
EZE00100082,18360202,TMAX,49,,,E,
EZE00100082,18360202,TMIN,16,,,E,
EZE00100082,18360202,PRCP,4,,,E,
ASN00066046,18360202,PRCP,0,,,a,
BE000006447,18360202,TMAX,80,,,I,
BE000006447,18360202,TMIN,28,,,I,
ITE00100554,18360203,TMAX,14,,,E,
ITE00100554,18360203,TMIN,-3,,,E,
GM000004204,18360203,TMAX,44,,,E,
GM000004204,18360203,TMIN,-4,,,E,
GM000004204,18360203,PRCP,2,,,E,
ITE00105250,18360203,PRCP,0,,,E,
ITE00100552,18360203,PRCP,583,,,E,
ITE00100550,18360203,TMAX,79,,,E,
ITE00100550,18360203,TMIN,24,,,E,
ITE00100550,18360203,PRCP,160,,,E,
EZE00100082,18360203,TMAX,36,,,E,
EZE00100082,18360203,TMIN,12,,,E,
EZE00100082,18360203,PRCP,0,,,E,
ASN00066046,18360203,PRCP,0,,,a,
BE000006447,18360203,TMAX,69,,,I,
BE000006447,18360203,TMIN,8,,,I,
ITE00100554,18360204,TMAX,64,,,E,
ITE00100554,18360204,TMIN,5,,,E,
GM000004204,18360204,TMAX,21,,,E,
GM000004204,18360204,TMIN,6,,,E,
GM000004204,18360204,PRCP,2,,,E,
ITE00105250,18360204,PRCP,0,,,E,
ITE00100552,18360204,PRCP,111,,,E,
ITE00100550,18360204,TMAX,84,,,E,
ITE00100550,18360204,TMIN,34,,,E,
ITE00100550,18360204,PRCP,0,,,E,
EZE00100082,18360204,TMAX,74,,,E,
EZE00100082,18360204,TMIN,24,,,E,
EZE00100082,18360204,PRCP,0,,,E,
ASN00066046,18360204,PRCP,0,,,a,
BE000006447,18360204,TMAX,47,,,I,
BE000006447,18360204,TMIN,11,,,I,
ITE00100554,18360205,TMAX,54,,,E,
ITE00100554,18360205,TMIN,11,,,E,
GM000004204,18360205,TMAX,23,,,E,
GM000004204,18360205,TMIN,-3,,,E,
GM000004204,18360205,PRCP,2,,,E,
ITE00105250,18360205,PRCP,102,,,E,
ITE00100552,18360205,PRCP,135,,,E,
ITE00100550,18360205,TMAX,53,,,E,
ITE00100550,18360205,TMIN,3,,,E,
ITE00100550,18360205,PRCP,750,,,E,
EZE00100082,18360205,TMAX,55,,,E,
EZE00100082,18360205,TMIN,20,,,E,
EZE00100082,18360205,PRCP,0,,,E,
ASN00066046,18360205,PRCP,0,,,a,
BE000006447,18360205,TMAX,47,,,I,
BE000006447,18360205,TMIN,-2,,,I,
ITE00100554,18360206,TMAX,26,,,E,
ITE00100554,18360206,TMIN,-11,,,E,
GM000004204,18360206,TMAX,46,,,E,
GM000004204,18360206,TMIN,14,,,E,
GM000004204,18360206,PRCP,0,,,E,
ITE00105250,18360206,PRCP,0,,,E,
ITE00100552,18360206,PRCP,3,,,E,
ITE00100550,18360206,TMAX,33,,,E,
ITE00100550,18360206,TMIN,15,,,E,
ITE00100550,18360206,PRCP,0,,,E,
EZE00100082,18360206,TMAX,57,,,E,
EZE00100082,18360206,TMIN,31,,,E,
EZE00100082,18360206,PRCP,0,,,E,
ASN00066046,18360206,PRCP,0,,,a,
BE000006447,18360206,TMAX,64,,,I,
BE000006447,18360206,TMIN,-2,,,I,
ITE00100554,18360207,TMAX,-4,,,E,
ITE00100554,18360207,TMIN,-21,,,E,
GM000004204,18360207,TMAX,51,,,E,
GM000004204,18360207,TMIN,25,,,E,
GM000004204,18360207,PRCP,7,,,E,
ITE00105250,18360207,PRCP,8,,,E,
ITE00100552,18360207,PRCP,0,,,E,
ITE00100550,18360207,TMAX,38,,,E,
ITE00100550,18360207,TMIN,4,,,E,
ITE00100550,18360207,PRCP,0,,,E,
EZE00100082,18360207,TMAX,44,,,E,
EZE00100082,18360207,TMIN,23,,,E,
